GN	JK_S1_2_ERCC_S22	JK_S1_3_ERCC_S23	JK_S2_2_ERCC_S24	JK_S2_3_ERCC_S25	JK_A2_1_ERCC_S26	JK_A2_2_ERCC_S27	JK_A2_3_ERCC_S28	JK_A2_4_ERCC_S29	JK_A2_5_ERCC_S30	JK_A2_6_ERCC_S31
WDR18	57109.55008	61567.41889	59914.48337	65176.69506	61214.35366	65088.95068	63249.97047	62251.62885	57163.65068	65093.62178
KCTD9	25103.66943	26602.43873	21779.18025	24560.01805	23709.76934	23687.85187	25007.73286	26629.38605	25396.07298	26318.25534
C7orf25	7608.013677	7064.060473	9056.881554	7658.945021	8251.950374	7111.552502	8729.42843	7818.794843	7817.352466	7823.114239
DHX29	64673.765	66381.48398	71897.97908	69677.16703	64575.38533	63805.99548	69420.55111	67669.96426	70332.55428	66928.48023
BOD1L1	61672.93073	66132.74711	64827.01892	65376.95742	64363.42097	66354.12861	66653.74301	65892.65003	65414.39359	68503.66081
CLPX	53901.67385	51004.32691	66950.31743	65934.60647	63892.63613	61847.63767	64037.44828	61406.93247	61191.5142	63286.52336
COPS6	108847.3705	101201.153	105065.4651	97436.6496	106161.6736	97472.06355	108344.4162	100166.4076	107932.3703	101978.7304
DPH6	18646.12006	18076.29313	22499.20052	24072.0062	22306.07848	21072.36794	20677.13025	20989.77965	22321.35492	21637.94279
ARL6IP5	235959.0501	216035.0691	218583.793	204609.2448	221176.7548	210923.2335	228800.0222	206305.106	228347.9561	207467.1532
GATAD1	20175.16466	19578.03072	19523.73095	20248.82443	21414.64425	19936.45827	16447.49416	20871.875	18883.66879	21844.23581
GLE1	29954.34216	28190.70632	30490.77732	30929.90356	30459.5609	28412.42688	29608.14924	29710.7067	30726.57648	29451.97983
MYO18B	13537.81276	12395.36575	7926.390058	10185.49572	9903.323105	11052.27929	10569.08486	10291.13113	11657.82598	9709.923371
TESC	11711.18867	9984.255615	12081.14204	11326.53446	10797.01903	9129.465226	12773.41184	10448.83454	12246.64696	10593.78241
DDOST	388755.2949	356351.0044	369472.9644	331384.1803	370120.9772	338707.9337	369421.1593	347684.0388	385450.6729	344480.6325
RPS8	448263.8947	452883.6306	477801.457	531600.0806	500583.3692	520215.2588	497469.3297	505029.4449	462655.8505	504981.5299
GUF1	15507.06681	15493.39425	13642.25925	16220.08959	16826.4253	15230.86037	14361.18797	15053.05239	17152.35125	16424.94997
PFDN4	39459.65843	39113.83044	36525.06343	40540.23385	38354.27093	38915.88482	38901.14826	39822.98177	39037.07	40309.39421
VPS13B	17895.90879	14554.38712	20869.30101	18573.87813	18797.2642	16752.30036	20413.85941	17489.36805	20298.97213	17205.41267
PALM	33971.01624	31591.24106	30990.34847	28242.26507	31221.04529	32563.11279	34305.44494	33103.36463	33889.21428	34123.74392
PTBP1	758211.3975	728988.726	749713.9484	735480.579	791714.5022	760324.7223	783403.9761	724628.6035	764612.9533	749827.2806
ERI1	81984.47458	81168.57193	77013.51236	77772.49922	82422.59369	81567.11213	81526.97748	79158.7185	79627.84598	75046.95177
MRPL24	21763.33681	28070.24905	27296.33996	34101.3347	25361.19104	31548.22044	27281.67742	32107.16821	26055.05342	29779.93145
CCDC9	37799.15962	41417.28108	39525.16133	43361.27917	41500.88432	43807.02065	40050.83549	43310.16708	37070.47326	42535.19878
MCM3	378284.2715	374815.9204	385248.5312	385391.3205	388006.6288	384117.5495	389359.177	389633.0187	381818.4391	382722.514
CCDC144CP	15334.52594	23032.34445	17478.35654	20078.99862	18535.15375	23989.72158	18743.59916	25459.92002	17796.24015	21971.65716
SFSWAP	70072.55779	68959.8392	65295.07396	65313.00065	67150.86345	68406.53488	68981.36627	67650.14118	65819.24214	68615.51676
EVC2	100417.1937	101040.5584	110019.2779	95261.37469	106733.0499	105117.36	110360.0168	106043.2334	106378.3625	100805.6215
GGA3	32092.00036	34831.71331	30637.82378	33200.29007	34447.09086	34882.39791	31609.76045	34173.17267	30662.69121	33882.41355
CAMSAP3	22784.81632	19452.77388	21434.72409	18820.21815	22979.39625	19775.39438	22410.66344	20367.81079	22936.38518	22732.24882
CDAN1	31022.03916	33898.51658	26837.55644	32395.98309	29520.4136	31128.48105	29934.91113	32226.32127	30760.47434	32815.13261
ARID3B	33661.47931	29500.2236	31243.29042	32744.52802	28795.48036	30652.88465	34877.09661	30984.69808	31858.75084	33494.32852
MRPL37	58809.3704	56880.51246	64685.74886	61992.5785	61809.68722	59847.63873	62302.28495	61805.38268	63895.40247	61846.11666
FBXL20	34063.97796	34467.64225	29378.28426	29358.82305	32510.68706	30438.97836	32126.29291	32562.43262	30559.12911	33708.61057
MTCH1	73441.79337	76583.36416	69917.33806	71398.81076	70509.32848	74831.18056	71462.46143	78039.6161	70763.70632	72421.47782
PPP3R1	76829.74675	78095.93457	80145.89919	82889.52846	81911.67031	85368.21405	81694.81193	80841.17571	80743.9811	84005.11155
ADD2	42505.20301	41123.04785	41905.32863	36542.78496	51257.96581	46407.22265	50895.98044	48145.95798	53419.30727	47488.58298
CNOT11	75063.82112	80109.61763	86024.95393	79945.04264	81027.23837	83768.67897	79108.06547	82528.71453	81131.68816	80075.7543
CTBP1	84257.18094	81175.37404	76735.88496	70289.1929	80617.49859	73610.61587	81848.94269	74052.71581	80513.20767	76031.20941
GEMIN5	65302.30606	67000.85006	72419.22325	70893.82026	69679.73451	67452.11797	69060.20349	68482.96809	70432.71395	69092.01192
SETD1A	41482.06885	43013.75208	40912.39855	43086.27872	43555.80193	42243.62677	44471.71787	43352.89675	41750.00316	42982.49864
DIAPH1	633154.3899	624912.5504	643301.9628	631081.6068	667977.8952	672850.0997	667100.7656	668472.4969	656923.1239	661996.9151
RWDD1	65489.31845	64070.48574	67166.02321	69294.34621	65432.29247	67000.0908	66506.01302	68995.99856	67495.05528	69012.34338
RBM8A	424061.7821	413656.1979	430601.0021	428492.4673	445648.6945	440615.8192	429816.9874	455875.2368	435906.3185	442414.9004
ORC3	52475.57958	58363.64945	50838.98151	57606.25718	54184.38803	60271.54668	51902.86313	61247.41958	53591.5997	59635.69782
RUVBL1	240861.1464	232517.4645	238278.4785	239775.9773	243878.2374	240802.2948	238585.7107	232029.178	238862.1566	237695.5386
TRAPPC12	53827.5103	51259.39112	56264.71776	52842.70221	52440.10502	51453.79375	56709.2593	52344.20873	55230.16984	54374.51815
MATR3	309507.8759	305165.6939	323774.8872	305368.98	318157.0023	307677.4695	329044.0441	311662.283	323811.4202	312977.1957
ARHGAP17	69718.00567	70012.48431	68014.22891	70726.25897	71135.63623	71464.93446	72664.97731	72061.34755	72130.98646	72660.07763
BLOC1S4	10766.76514	11464.73472	9422.563249	10071.38695	10462.80584	10469.42322	10403.79927	11477.8631	10475.77788	11244.36687
ANKMY2	66238.48772	72054.95049	69770.27949	73524.54107	74129.05027	75772.39567	70109.77215	80080.20871	72709.04373	77798.97241
HSD17B7	48549.98743	49427.81891	41477.28855	40805.44218	47860.42792	41183.88334	45896.91957	41675.02381	45091.15263	43555.1182
TSC1	24556.53235	22970.04111	24605.74444	25593.62439	26005.3952	23246.77946	24868.93772	23222.63032	25376.88099	24823.83709
ICAM2	71614.45223	64523.43122	68401.95142	66160.66718	68756.51272	67592.30522	69985.35176	63857.57922	66752.85298	67716.63273
INTS6	49892.56521	52622.4396	49633.5722	53849.46782	54273.17184	56645.5831	53790.42101	58477.63035	54288.18607	54792.79568
PFN1	1210460.244	1125554.446	1253960.309	1165948.759	1288953.039	1174598.277	1220771.555	1147493.068	1293641.186	1194186.963
ICA1	10213.04888	13196.6757	12688.92882	16439.93295	14206.03657	14619.15688	13246.65379	17458.06454	11753.96136	14896.85961
FLAD1	39262.56441	37843.19491	38835.29969	40087.02379	40127.44574	37982.21365	41797.60395	37120.05833	42641.94713	39502.96468
HGS	136718.1279	138496.3639	134672.5371	142024.1849	141529.8195	143477.9642	141206.0113	139029.6834	139461.4633	140477.5283
PSMB2	269920.9611	253972.7298	255556.6275	255175.1274	272819.5794	261174.6931	268073.8025	257072.2438	268811.4958	262115.59
SH3GL2	62785.28441	54881.57905	63616.23967	57281.91115	62672.70222	56042.90651	62106.08018	56242.64927	65295.22856	58801.73778
GLYR1	88330.06425	94699.72382	99584.83895	94909.35211	92049.95475	96569.68025	96783.65038	100378.9344	95018.34664	100192.5202
RALA	46663.83507	43027.57242	43046.06325	46629.00397	42568.25232	42488.16439	44030.56931	47497.54645	46023.2209	45389.11725
FAM40B	18792.68625	18670.38091	17074.28126	16530.56204	16892.30956	18862.55306	18184.90757	18453.47127	17120.46908	17771.45903
GORASP2	83826.64264	94181.46865	75407.90876	88789.26279	82300.96383	94311.82801	82700.91926	97906.69392	75831.65525	95894.28078
ZMAT2	66512.52403	70497.55761	73716.73519	71952.26176	71334.68229	74422.03301	68826.88556	78697.60852	71668.6624	74101.89722
CPSF1	69299.20863	70403.51719	77435.74156	77141.54417	74106.71257	76263.27997	75483.81985	76388.93133	72939.46046	76530.64195
CWC22	62622.74272	66940.27606	64512.70166	66586.18982	65916.07749	67684.07713	66524.11224	69980.9205	64853.37979	67700.01675
LSM8	73436.4282	64455.83683	68485.44106	55778.2243	68970.10185	62115.17058	71905.33471	58556.65755	71847.02693	62346.94531
EIF2A	148179.6572	162200.7967	171460.3645	176926.6771	163520.55	176520.9569	168665.7241	173126.0977	155760.5643	170571.2709
CYB5R3	130910.7881	127133.1573	125586.838	116418.5563	129566.6312	122416.3816	127791.5495	124863.0417	129591.6884	126136.808
CLPP	103514.6899	97051.35388	90717.31931	92023.94485	93015.49002	95515.42425	98182.56764	96647.17784	93213.89495	94328.22887
RRAGB	29631.64223	31132.29797	30621.86009	30825.81898	28831.67967	31679.29259	30694.0691	32407.0558	29658.49726	32003.92604
DCAF5	20843.21918	20906.69019	21319.579	23972.6521	20232.45418	20171.88695	21702.01519	23456.70994	21508.76585	23716.69305
TBC1D10B	27260.41574	28081.81978	26082.32079	28963.08541	25316.64307	28008.93751	26196.30303	29194.9617	27567.31582	26674.94938
GGA1	71653.34612	70718.70001	68181.42705	73573.23867	75922.57837	72226.8381	79470.45884	72749.16823	72683.1627	72828.96464
RFC5	261545.5628	249433.7094	243316.9814	233036.1037	241433.6405	233535.8462	246674.3033	240112.0672	251219.1746	240452.6693
HBEBP2BPA	23742.51356	23772.02301	24192.31363	22905.51969	25305.7531	23730.53031	25137.53961	21088.69565	25610.91836	21504.92744
C4orf33	16163.05287	14147.35933	17158.43237	17964.40569	16079.44346	18012.07343	16519.56707	18956.41565	17540.38035	14214.58724
CPSF3L	34774.06113	33570.22997	37195.98753	39930.64631	35953.07457	38278.54342	37777.45924	37658.81282	37268.71038	38904.60002
GTF2H1	57497.28008	55629.57778	61745.43403	56557.36579	63179.75758	53770.39423	59916.97668	54460.12019	61063.1327	57776.3041
PRKRIP1	71269.57109	81473.76703	71298.69036	81423.66783	73077.65298	86754.46384	79167.51706	89255.63767	73127.48412	89430.82494
SSSCA1	24178.7619	23715.94831	25599.95014	25314.23686	26057.07237	24027.8507	26732.34113	23906.92186	24070.91594	25419.70863
CNP	165846.0127	148275.8763	160488.6608	141353.8753	158959.6577	142747.1872	158325.1783	147388.8519	165431.7349	147059.1122
BRINP1	11871.64778	12440.6942	13379.12853	15685.75194	12058.75954	13193.55187	12992.5705	15361.05968	15160.55167	14024.3313
NOC4L	42411.53782	42559.66657	48104.39928	46381.24807	43562.64454	44124.46531	45119.57421	43741.65283	45919.83013	44530.89042
YTHDC1	56537.24242	54834.30665	55219.73544	51398.46946	54766.65585	51156.28371	56510.33929	54694.85644	56954.23077	54153.73751
GNA11	89287.59275	86291.18914	94588.5294	84359.85908	92178.2011	85795.06069	93095.34539	89971.42578	94355.325	88322.58239
NPAT	31627.11619	32962.45894	34727.07579	38293.98895	35980.4511	35128.08085	34400.40949	35917.25035	33464.25927	35005.83265
BBS4	27583.68366	22673.90476	34678.84141	28661.18031	30262.34164	25933.67403	31091.78763	24772.54212	34048.61913	29009.43703
GTF3C2	28093.80513	30749.7928	26889.69057	31894.37761	27917.60467	31705.57177	29701.96765	33358.50416	27695.88899	33815.50361
RABEPK	20073.60359	19652.88099	21096.38512	22100.21064	21187.61249	20108.94636	22005.61312	20847.41768	21284.35319	22231.97512
NRGN	15519.09829	16320.91314	23148.49377	23173.70095	22545.72037	21089.65907	23814.96274	22922.56489	21476.87072	23175.18051
ZFC3H1	25362.2886	25381.36643	21563.78452	20643.05304	21329.18415	21868.57591	22829.52467	20734.51352	24270.1402	22707.74603
UBE4B	34804.66907	35955.1739	37782.68346	38522.71376	37566.88126	37746.64479	35586.44196	39249.81264	36681.14086	38799.50249
POLE4	45165.34985	42300.58978	52555.04218	46139.2324	50482.67735	45937.24392	47766.3455	42014.32692	48609.12486	42985.40901
GAS7	26738.70385	23045.57678	27013.01812	23139.31187	28594.07006	22959.65274	26089.80436	24315.61446	27399.25377	24258.29511
ATRN	17522.97855	16386.94952	20671.1337	19816.53031	19762.75264	19473.16123	18472.16387	18339.11243	18766.51551	20330.42812
RAB14	172312.4342	176868.6208	168438.5802	172914.6297	168705.7917	168460.7784	176400.082	172877.3971	176051.2789	179996.405
C11orf84	25567.28061	25230.43027	25480.655	24391.6285	26663.06451	25341.12516	24262.80055	24573.09899	25871.89447	23988.25077
KDM2A	72097.09968	75444.98527	78561.5942	79087.98563	77569.01569	80044.69114	79267.10852	81748.2179	77557.47171	80202.48801
CCBL2	181746.4301	172714.6842	172751.2443	167496.1643	173521.7707	167455.177	171820.2327	173608.4881	177941.075	173145.0907
TELO2	45687.88282	47117.2438	55111.65858	55466.26296	50264.28471	51709.22046	51987.28592	52727.57988	50092.76473	52189.35296
DYNLL2	206593.3539	242117.3876	207146.5223	239105.7229	216086.7343	253216.6433	227626.8889	254439.4612	215777.9453	244125.2142
NDUFB9	27440.23463	27891.41632	31419.59771	31331.41555	27566.46644	28642.32475	29136.09822	28671.67056	30252.79146	29147.81847
UBXN1	63851.52917	66861.94378	61264.6086	66889.04682	65186.98968	70618.92708	65930.37896	69317.15398	61392.91979	67302.16599
TMEM70	19554.42677	19312.41437	18411.31363	17510.89136	16655.35009	18176.33998	18844.47089	20196.60954	19597.58107	18281.29459
TAOK3	41490.63839	37879.34156	44346.42748	40480.08503	40978.15705	37101.76878	42104.23705	39104.55197	46258.76467	40273.56393
AP1M1	173223.8349	162466.1143	170542.0301	161149.4113	168747.8848	161714.0946	164978.4366	167182.9329	176959.9264	163604.2736
TMTC3	33237.45059	27801.10569	30842.19088	30044.13256	33220.2856	28112.19375	33413.60028	28795.13591	33068.3768	28942.41575
TYW3	43136.49858	42363.89973	53021.24139	49635.47141	47409.43782	45698.10022	46706.31625	46304.55284	46904.85474	48832.67954
C19orf66	48377.83284	45118.71056	42376.31688	40906.90693	45130.70415	41131.66625	47786.05794	42152.24969	44368.32529	46255.95248
CALU	216174.9105	214437.6883	207073.1597	210484.9104	228967.3972	224334.4683	215928.9099	218133.1371	222618.813	223589.1526
NUP35	64338.70222	64724.84396	60999.7477	61135.3759	65926.8685	62904.88656	64504.04119	60277.27136	62404.73144	61284.12518
EIF3C	167459.1844	161840.4697	179542.7999	174643.8146	180486.0942	175103.2195	178930.4819	174163.861	174460.7041	172963.886
TSFM	96360.51637	83540.48318	108557.0636	86409.3941	100799.4667	87399.82487	100237.5716	87100.10736	105223.4843	94162.84817
CHMP6	29677.69286	28341.82984	27054.62397	29268.10517	28252.04876	29468.38538	27480.62714	31140.66653	28098.54883	30843.40648
ARHGEF17	43829.13537	57917.87523	43721.35275	49243.0147	49793.56813	57090.57997	47187.22925	57894.67465	46772.18798	48120.97643
ZNF346	47419.37831	45765.8585	44429.89183	40884.89469	42678.96912	43158.84329	46824.5668	46108.8818	47152.46709	43516.70056
COA1	37765.71611	38274.15674	33760.76003	37210.04856	36482.11451	40695.91997	35454.416	37018.99631	39787.2895	37094.63879
CPNE2	18583.22646	17040.016	22182.62064	18042.12128	18799.01469	18105.80768	20135.20456	18660.88176	21201.46293	18854.31649
SPAG7	44090.51296	43797.6605	39974.31389	46217.67313	43846.95655	45471.80499	42380.58069	45263.77721	42316.93821	46346.66885
MUT	72293.73112	65673.34437	69832.66495	68680.90951	69941.07638	66070.68931	71001.43541	67841.4924	69475.06686	64908.54324
FARS2	24137.15822	25783.48624	25585.49446	24952.88068	24046.42577	25567.80186	25251.53678	26097.31036	25158.99079	26430.42512
KARS	338627.2901	314528.7824	338874.3575	314545.6535	337159.1456	316926.4337	341252.2846	311141.8787	342617.56	318128.9211
PNN	235605.7912	231349.694	218350.3193	211258.0725	248620.6896	224164.6082	236062.7703	219421.1297	228729.8156	223473.1242
SKIV2L2	178019.9041	174151.7042	186301.7994	182179.7615	183416.1656	188820.0691	186234.2567	183820.5004	184246.1068	181402.3874
KIF20B	25285.35581	23756.3196	26434.82897	23341.35365	24658.1146	23590.0675	25135.78286	23486.74815	25553.25884	24396.7218
RASA3	27108.90151	27252.79225	30417.54997	28319.30539	26547.46547	27590.87764	26639.87921	30047.8234	28704.21785	28453.2191
TTC9	10757.43362	11323.52563	10646.36185	10822.18092	10204.76078	11531.70139	10522.22706	11394.00382	11742.40079	12343.36553
TRAPPC6B	50769.94843	50108.03148	41427.6471	42124.57076	46174.28323	42121.25277	47276.68649	44465.42203	48742.1827	46735.2652
KIF1A	26590.82023	26981.69489	23066.48463	24805.04222	24463.97845	25334.99135	25929.85065	25304.89428	24730.70535	27422.33789
INSR	16088.38244	13348.3052	14748.90367	13169.20938	15646.02553	12584.18774	15663.73828	13266.76963	17657.60251	12847.56754
BAP1	17066.3033	15653.27364	14673.32072	15936.36672	16864.46872	16835.17962	16760.88287	15799.95601	16250.62134	15659.70529
GAK	71514.14491	67580.32501	69601.16852	72404.08964	70836.3926	70516.11398	71971.32967	70749.26112	69067.86855	70687.40705
PPP1R13B	16147.69457	14148.05115	15187.47555	15144.5962	16100.58611	15798.23696	15628.42069	15436.806	16228.05502	15710.49495
RAB28	21850.17845	17966.96014	18621.60914	17081.58795	18955.74796	15269.60495	19394.4497	16586.84061	19868.2288	17825.68056
RPL27A	526843.7872	496282.7702	572851.1276	525104.1767	573426.8447	523486.1024	581090.7014	519489.6352	547846.3294	526137.2931
MGEA5	34244.86332	30120.0446	36955.58285	34419.24262	36979.27838	33760.11406	36408.08499	32089.12347	35532.86083	32503.88669
NKRF	56955.68425	52601.57771	62174.93431	58730.58768	61826.59146	60683.34796	59566.76248	58677.09642	61567.64153	58417.23077
CD163	150580.4107	160319.6705	119951.2274	139051.9092	142944.4831	154730.876	143923.5582	150407.0662	135354.8494	142284.9864
MRPL49	29637.78496	26295.10951	31517.28954	30606.85311	27691.33913	29729.79816	30122.90115	31196.20068	29103.00959	29434.47456
EVL	86782.98209	89312.48021	77216.892	86470.70261	86790.82539	85469.47802	84139.09531	85605.93795	82819.575	87965.45689
UGGT2	26308.04329	26143.55638	27128.91397	27521.29595	26593.57208	26898.96878	27340.93768	27816.31067	27680.65298	27184.49179
CCDC53	38895.58577	41470.08262	41492.75843	42573.27857	41821.32398	43850.33115	43634.42685	44287.23397	41277.15631	44990.80489
CSGALNACT2	6458.361747	6076.422667	7841.703453	6649.620318	6826.200202	6616.327085	6788.031101	5620.232534	6726.135074	6719.883014
TRRAP	56161.23127	56203.52365	62073.82558	62260.77251	58043.43366	57667.46887	60134.57548	60621.42978	59205.56382	59953.36003
MAGOHB	355130.6401	362096.0352	367731.4014	380363.6266	361544.1192	373866.5065	382659.5571	385312.5255	368824.7716	371080.204
POC5	28512.00952	30973.78866	27646.43497	29719.33569	27234.74567	32976.28044	27582.06778	31395.73707	27656.4551	31989.04843
PNMAL1	31585.26944	24970.91248	23956.71607	26596.05046	24789.85256	26802.28499	24745.87212	27094.87909	27028.59628	28076.49387
DR1	127094.7295	144088.9263	112438.2341	133869.1368	130819.0324	142510.7239	127238.151	138203.6116	117326.2334	136256.7411
USP34	20476.3239	19368.93053	21121.55441	20611.36215	20756.62385	19543.26254	21426.78218	20096.53469	21034.34513	20424.90532
BCOR	21893.24467	23963.23193	22882.57471	23343.24269	23437.96855	24660.20963	22812.2379	24955.5585	23003.63398	24343.25008
PSMA1	928753.427	899017.9671	890680.164	856120.3155	938300.8217	894726.7167	926187.5355	859281.5881	942244.9205	890833.5249
PSPH	86419.22038	89860.59156	88011.38742	86739.48414	90061.5374	93472.85324	91392.30847	86734.93999	89755.36184	90301.08086
IMP4	65305.51562	62300.95247	64939.21627	64839.56667	64987.28784	63880.53512	65024.15077	63762.31946	66711.08488	62740.38675
NAA50	88565.37417	97480.71391	97782.28302	103455.6064	99825.69339	99105.92855	96934.97904	99013.02153	94730.39119	100071.7521
RPS10	428848.7613	406909.644	482541.2677	469047.7515	481776.3315	471823.7927	477902.8719	467092.3353	468083.1626	453033.9562
BNIP1	58827.68244	58244.63037	54256.11773	55241.85302	57352.98371	56094.79538	55824.49888	60368.46474	56208.8382	59571.97894
TAGLN2	466296.1885	468687.7493	381548.4737	413861.0602	449025.0592	453820.8868	426537.0699	429371.3435	418106.3644	429598.2341
MYD88	63708.53403	68413.96052	68872.96993	70007.68634	68960.17578	73364.26935	67607.93012	73100.45739	69398.52707	73688.56395
PELO	66559.57208	69964.06333	71652.26304	72110.70905	70276.79534	70642.47221	70594.76391	72251.49639	69580.5485	74990.99624
MUSK	23048.12409	28557.66552	25120.75012	25610.15717	17964.65426	20208.5882	27539.9436	32419.58099	29499.93806	32829.11974
NOL11	48682.64988	52317.18716	55149.69507	56173.42761	50723.62426	56567.49878	55388.59206	56544.78314	51641.29371	55884.91536
ACTBL2	463725.0623	458298.9491	523083.6519	527694.5593	512056.6631	517972.8883	508081.0113	494723.3924	500387.5538	517562.7709
GSK3A	106544.1463	109397.2644	116384.2348	112061.0144	108060.8996	112738.1557	114718.8206	122267.9107	110938.4948	114291.5614
TPM1	138172.3613	145275.5388	138774.0483	141565.4945	159206.6528	163659.3529	159264.1013	160080.4093	155656.8912	161243.2807
MFN2	23863.00831	26020.79927	22808.24683	25611.04147	22803.1885	25819.26034	23871.27259	27501.255	24010.16275	26498.63771
SYNJ2BP	19637.33754	21450.4715	18907.12533	21421.93831	19674.64019	30630.90738	22253.1894	21700.17935	18970.79651	20765.24848
GDI1	507411.6008	497621.0286	474562.2405	470093.5851	487283.4088	490463.3118	497699.9159	495729.9077	505695.0523	506737.6693
ACADSB	49335.77489	47705.19489	47625.7381	47455.0638	48848.30021	47369.02996	47691.03866	46024.53285	50362.99848	49231.88612
TAF5	38825.526	41263.36968	38145.31698	40129.6759	40117.60229	40493.94012	37759.31659	41470.713	40855.50371	37528.81795
STIM1	65686.54487	64363.48524	56992.01354	57517.1514	59859.05225	60201.75167	63245.73836	60237.5177	60532.2034	60643.06948
HDAC3	32822.43101	31760.08234	33319.87273	31173.80872	33064.09269	30941.98825	34293.53346	32317.99634	32532.483	33698.89283
DYNLL1	288215.3001	282460.4777	294273.1877	297400.5506	297905.452	294495.095	307284.2184	294824.7835	310058.1873	297579.3275
STK35	24015.03919	25129.01095	23469.12572	25893.77689	24898.93572	25985.65222	23392.31099	26284.17382	25182.67991	24978.6537
H2AFY	224288.7433	208069.2668	243044.6608	238020.7137	225319.15	240526.8418	237147.694	232885.0779	222100.1512	213756.2867
ANK2	48413.09085	46406.08394	42543.52089	42854.49367	45100.99084	42868.22041	46109.74159	44354.029	44515.91449	45329.86094
AP2M1	163526.4688	153470.9456	160407.854	146290.2224	155614.4052	152876.7366	162268.3137	163024.1854	166812.9652	161341.9778
PPM1G	383024.543	344411.9653	379920.5586	341494.0554	369076.7184	336949.9647	367808.835	336851.7464	389332.3543	354286.0893
CCNL1	50619.98918	45643.22679	50870.44694	44016.41954	48076.49258	43544.5538	51451.21521	46493.7066	52614.25066	46936.87331
NT5DC1	121404.8364	115976.741	120392.345	123583.007	127243.7962	127355.7628	123271.1794	126705.011	124518.8059	125052.0833
BLOC1S6	44873.69258	37430.78807	39908.81937	41001.65942	42778.19099	39711.83187	42043.46989	43098.77768	46643.98536	45998.86803
KIAA0907	54157.06526	54674.84813	49866.27545	50635.31023	52532.24012	52704.61197	52038.95594	52528.96736	50570.16981	52753.88577
EMC10	59890.42461	59111.41423	52484.63199	56659.04213	57116.21303	57669.39243	59743.11358	58291.08779	55373.08829	59777.92247
MON2	38027.39043	33215.02512	38060.9938	34919.39646	38057.73836	32400.68717	36837.32021	35802.2617	38711.60708	34420.80273
TAF10	31875.91949	30511.00083	30998.50491	32951.86366	33279.08116	32647.62002	32906.8348	30161.22269	32439.19069	29797.92164
THNSL1	26081.14085	26906.66462	23792.20104	27348.12678	25518.97143	27970.46613	24712.22174	27286.53234	25266.45698	27200.4284
NUP50	193882.7781	183312.8588	209731.217	197982.7612	210986.2286	194790.5107	204863.4884	190989.3059	207668.6625	199436.9217
COMMD1	24863.01965	23532.25648	24552.49767	25571.64793	23830.42625	24984.21763	25895.88869	25461.71081	24149.28856	26254.53999
CNNM2	14678.72303	14519.39343	15167.28228	14486.13389	14794.00996	14636.28088	14707.11487	14984.82046	14844.23508	15567.84248
PSMA3	607991.3416	538113.1628	590090.5008	535183.8808	608570.6926	538535.58	595210.4465	529494.2862	623539.2154	547489.8863
MMAA	46572.09696	48513.3063	48546.32555	45612.19637	46539.61322	48143.03403	48075.90776	50110.27729	49403.59805	49591.47577
RAD21	57451.58653	58701.14727	58433.78637	53758.06154	58444.97493	57076.65218	58335.35436	57067.04388	58592.98032	56676.84806
ACADS	54022.002	54346.11763	43153.45173	44889.95461	45720.04436	45993.39132	46151.87264	47372.06584	48071.34988	48812.68056
TBCC	35816.51345	35703.68355	33230.44929	35030.70036	34610.08228	35064.73519	36518.771	35638.44485	36485.89599	34933.86187
LRRC47	111772.0186	114862.9825	105029.742	111787.3236	113625.563	113986.7672	114384.1656	112588.3813	113079.7592	114442.4099
POLR3B	42938.53553	41989.97177	45237.22225	45593.54139	43924.21615	42854.9084	44661.3563	44872.11067	45191.20331	43062.26354
MKRN1	17047.18646	18784.05838	19794.52912	18698.33351	18294.61915	19230.233	18807.39043	19044.42321	18352.26654	19797.44605
TLE1	83983.07326	89157.58579	78321.57889	82084.11238	86339.46974	86599.84898	85101.7285	85661.73325	85260.67032	85423.35512
SUMF2	29197.85697	31211.6409	27596.86642	29723.68358	29508.03431	29441.31205	29133.2474	30027.15651	28781.04788	30091.13137
S100A4	13872.82196	15521.34086	12809.20937	10967.47816	14344.31635	13656.13442	13707.68299	11782.96359	12994.84711	12714.49747
MVB12A	32515.26662	28873.13933	32040.94658	27994.89729	33475.57222	28624.5108	30391.30708	30026.41893	32951.73738	26403.37059
WRN	26192.11257	25453.61926	29368.18235	29769.15589	28840.21385	28530.66734	29716.64938	28657.64006	28303.59376	28674.164
CRTC1	22061.82188	16479.45704	23100.67073	20990.21995	20998.92603	18387.48217	20589.03997	21175.37261	22883.45454	22678.8129
GOSR2	47175.36375	40515.31009	49455.42614	42413.0139	49143.47832	41280.67363	50935.77179	40306.08886	51432.65866	46029.7461
NELFB	126742.2269	125859.6193	130745.0531	127470.5186	131445.4795	133557.3764	134385.7146	127813.9959	127380.7034	127016.1544
PIN4	78815.89102	84722.48485	94613.39927	93731.62858	91914.82919	95880.77326	91499.17645	97823.30993	93307.29965	95363.0376
ACOT13	95047.49636	79153.05627	82761.43104	76076.4397	83941.34264	76134.60666	86423.5094	75403.87131	91465.91879	79406.47412
TMEM194A	24313.83854	21308.12669	21233.85681	20802.17752	20275.20989	21331.75924	19506.73752	22792.98387	20650.29999	23085.23045
PUS10	13583.05057	12714.87173	15148.3911	16292.40724	15405.98878	15140.69165	15197.50405	15352.85619	14686.36038	14627.11964
DCTN4	45558.72978	41540.96908	41737.55748	39368.98145	45066.9028	39214.64335	42569.92109	40865.80315	46016.57433	40841.03328
